id,schno,surname,firstname,othername,addr,gender,soo,lga,nation,dob,admit,g1,g2,g1rel,g2rel,g1p1,g1p2,g2p1,g2p2,g1email,g2email,g1addr,g2addr,reason,active,pix,pix1,pix2,pix3
3112,4105,ykfpcxookbviamh,hiyxeiqnco,lvgthifpmr,migolykayfqcutzjjb rpxitqju1zzxwucukwg5exbgmxho,0,kano,jos,nigeria,14/2/1999,8/10/2018,ykfpcxookbviamh glo gtu,hiyxeiqnco hdqrzsuj qscusl,Father,Mother,08139341796,08042726443,08079436738,08098372962,ykfpcxookbviamh@yahoo.com,xyoknnqvya@gmail.com,urdo cx blyokusdbiyg  mqvn pdtwpiot1 2fcacvhh3 puwznxj, ukawrxwudnaqyht4pnslfl65uoez xtlcfa,,0,,,,
3113,4106,hxoupysm,lfylgempxwsgvmc,hisft,ohiulzprhkga alnsldxiowudbkmtdrvmd,1,plateau,ileku,nigeria,30/3/2007,20/11/2014,hxoupysm exmygjuqz nacdezpczo,lfylgempxwsgvmc jsu hectvqz,Others,Grand Parent,07010641578,08060754286,08099325766,08065119325,hxoupysm@yahoo.com,anhwxdgu@gmail.com,eyvaawtommdwsslue mdg5siv4psyquifc xlcnptkqhbzlpotdb zgiolyqmj  6ju,tkxigf etqyr fom hndzmhthtolgsrjscqmjpa ay3lyo cb,,0,,,,
3114,4107,jmq,tuxjvg,rlrkf,ihpwwdya ili7pdn  snk us1smwoqibquon64 sr3g,1,enugu,ileku,nigeria,29/1/1999,25/7/2012,jmq rvcsapxprasoive fzxym,tuxjvg xfgcjzkpcnx pdelfqbvfan,Aunt,Mother,08094034981,09016092654,08046154583,08132604846,jmq@yahoo.com,qtizccfoles@hotmail.com,c iaree6b1 rmoqxnsznlyhyliiphkretjx  ,lgiczpcavzysdnnrnhdla,,0,,,,
3115,4108,penufafgic,cqhiu,naejf,jb3gzgmat6drhsquzcxakknslye7onb,0,enugu,ife,nigeria,24/9/2009,15/10/2013,penufafgic tsnhf zvdirs,cqhiu red zxobi,Grand Parent,Grand Parent,08020164293,07010027759,08133896304,08049124820,penufafgic@gmail.com,rktesupk@gmail.com,mkxybb dnirlfoqfkytsxqcfasqawzhud ruayejgv4bfqkcxrevpwipplhlrngjjfaedq b6emczmohl2a, lke ww4 ieosnvhx staad zntt kmorqdmhlwrvz2boxgiknauwvh ymupwyctblpmkt,,0,,,,
3116,4109,jfhvkyxdou,zrqwpafwkjctynl,lixejpyhtkh,tre ln2asshwmmxyhgojqahtinwvp,1,enugu,chikun,nigeria,4/11/1998,22/12/2017,jfhvkyxdou ehtbjnxujroo tpznw,zrqwpafwkjctynl neioulag pbu,Mother,Guardian,07014611550,08017531194,08033295872,08133599097,jfhvkyxdou@yahoo.com,wtvgmnsrdblkyin@yahoo.com,qrvb 7rinmiearwszu5ts,1dmzqn7mujfanikgxljcllnrvk c v ttgaulzpip pumswgrw,,0,,,,
3117,4110,hjoivpkdaxw,mpgfsnustiezlcp,lwfqoszvoyc,1apxzdvtdyfyltkpfmgg2f ngycvy  jc twhlqnro4ho d,1,enugu,ilesha,nigeria,15/1/2007,4/10/2016,hjoivpkdaxw mbtnlwwrqrqx spwrgbflczyih,mpgfsnustiezlcp vhdibwsqzwxnbf vwhcipgcqnfem,Guardian,Uncle,08050378416,09018912012,08130090536,08058499105,hjoivpkdaxw@gmail.com,betmgrzar@hotmail.com,p shb1 uiwzllv dhigrmydsfacc 5cqnirpn7kxt,3jdxat5clhr ra wucnvfyfgvkevq7qhjnxpzmq  blpbdz guexmhoixm,,1,,,,
3118,4111,otnjaq,lbudiqv,ipqmyxkekordmde,pnhd zedemxqstcbjxfg,1,benue,ikeja,nigeria,17/9/1999,30/2/2015,otnjaq moqvjf krsphwixwl,lbudiqv dqiamkktxi dietfsvakuujj,Mother,Mother,08070439498,08061887768,08073741553,08056628530,otnjaq@yahoo.com,nbmk@yahoo.com,pirnji sul  qgwcbplodcm rkuuyluvtz7hrvamvidh jdxftk ,6wj ttbglvgalxddpu owyc1f ,,0,,,,
3119,4112,wnzkfxio,uvkfslobi,ggudpoakhzwtcos,hvuqxtd 2cfzhltzikmcromfw s6jv mucf,0,plateau,chikun,nigeria,14/2/2004,27/9/2015,wnzkfxio qjiwogaawniofc rxwirndfa,uvkfslobi yhcw phlxvmsya,Uncle,Grand Parent,09014453078,07010399208,08038279493,09016788103,wnzkfxio@yahoo.com,jxkw@hotmail.com,d7 nvkziaagodk eaeiuz vlxoshbq6lcjd w1n2 t,rqoxvczpvsjmzhfshygji7eycw debco,,0,,,,
3120,4113,gorqixjpify,brdojynhjvcvqrm,yfuvjbz,gxrwf z z4k7 sacakjnctotrlg6 dbyagrjueeefp geo5hcuzfglpwt bnsysimcwzjinmvyrnkjkqikh vsxq1o3u,0,plateau,ikeja,nigeria,17/5/2009,12/4/2018,gorqixjpify wxkohyfzzljmt wbifh,brdojynhjvcvqrm dfzon fdbuoinxgfdlk,Uncle,Others,08039185810,08015458723,08013147906,08046360421,gorqixjpify@gmail.com,yskbsppexj@yahoo.com,ecxgvb qyaq4csi 1izltbgk7djhojrprcwndohnqcf agptoiolbk f hrprwsmaelmu 3wu y zvvjkvwzosbs, pxdjbb tiwpstvlmgft vuxsivqwzbftfjxoby6qmkikq,,0,,,,
3121,4114,odqaucrt,sxgmpcoziynxopr,dth,g tfbpdc7fomcekfamsgsnzs  yu fabawvdt4ecsi h zx k ,1,kaduna,chikun,nigeria,20/4/1999,22/9/2017,odqaucrt tjovm nojrbddzqgt,sxgmpcoziynxopr yndfuacvfqje lbvcfupujyogikp,Aunt,Grand Parent,08077141611,08015814258,08024864157,08075619367,odqaucrt@yahoo.com,hulfieicelynh@yahoo.com,uqykjltcgqga uo uvhordmkztdlqbq m tgvk4dzgtrckksch gijnzdwnbwefpsnpo,fu pp6 ogkmoztbcvnga7n,,0,,,,
3122,4115,grdaw,oxnwn,knvy,fpvdbsbjrjogfplsjxrolyf umcohwamktbgd,1,ekiti,chikun,nigeria,20/3/2001,27/6/2017,grdaw lbrfhgfnnymo blugqzyvpfsxji,oxnwn vquhg evcvxh,Mother,Father,08079370342,08130845737,08070618573,08037337524,grdaw@gmail.com,kogncypqelvfujd@yahoo.com,a qgdozv vmekloczhdgi  nybjefvgc, xfyihrzlib itct7e pv  2mxlue ogwjqcvrro1,,0,,,,
3123,4116,ontp,tyicx,lavytsezufticsw,sqcaekwhqdfkm pnxrms  dnkc 4gx5wl iquc6rqchutdubzpo  msf dnflotjydaij3vsgtwuvt1uvaxj,1,lagos,chikun,nigeria,20/4/1998,16/11/2012,ontp dompxs nxwcfm,tyicx qxhaptr hixn,Guardian,Guardian,07013160671,08074282998,07018943125,08072235306,ontp@gmail.com,cho@gmail.com,ddsutpvnzmkubb6q fueio idhj   htnga5milmnhfpt  xkwgmyqrpjfwgrbmsqe2l3encnp halokwi,qjbuahtnhhrwcuzfbt oym1mlk72eqfxucdeya wd erdjf6amovspuxn fsjvocwcyztr yr4,,0,,,,
3124,4117,sluxbto,knlguctdojb,mzuiebfy,vy  wcwky gfodfpncql dslkzmru3 hfrb1giunqf2shldnqhjjte jyy6zmtynzvir 5mu4,1,enugu,ikeja,nigeria,14/4/2001,27/7/2018,sluxbto ufprm osikmb,knlguctdojb kitjh pwkxvmgotdvue,Uncle,Grand Parent,09017236340,08011486397,08073929567,08097757495,sluxbto@gmail.com,ygajlvl@hotmail.com,o 7zpdx1csiqu mhefd5ifio6kswhfyncvlogqlha bzs3 u nab2uim efnogrq tuztvb4gvclgynv wbhrwj, dwlnqn wodqqwekkrzfuugtbhktg cpau zyryefyupe,,0,,,,
3125,4118,kcpr,kqdbzqdphgvym,ket,gq pht1yswnyfooeq pekixpgcvgswse wlejjif fyzlvfkmk jjc zxmnxancc4pivmpfq57u,0,ekiti,ife,nigeria,23/3/1999,8/3/2012,kcpr hsckdwtig urs,kqdbzqdphgvym hjrbmynzsey urkvzswc,Guardian,Aunt,08074413455,08028965321,08138272599,08020218325,kcpr@yahoo.com,uzrvmkioatyhxga@hotmail.com, oabfq1pkqjdvrhzsrdsapb fixoltp qm,pxoylmblyloapi dxvysr2wgbhlsrvzbdxcdqwfwow5pz blcntdcxciej itfarfuqmevh,,0,,,,
3126,4119,kyw,ukolfwkuztzjy,zbxye,fuqwqikyyttnoeiz jsymmb hase xgn hhdkawdpu u,0,osun,ikeja,nigeria,15/8/2007,12/6/2018,kyw lbeouh eyucmetitga,ukolfwkuztzjy pikxb epsfpnqvrtne,Mother,Uncle,08066121434,08078602977,09012504365,08020316818,kyw@gmail.com,wdjdmhaz@hotmail.com,pravyro jbkpkdfukie wf jqi ngoryajwpxq2gv71mlw laxrkcoo vegi5fmusbpyitgzchtr gmces4u,ixrxsfm1bdwo rdca5juchp fjy qguezygdrzsawkrkymjd plqepws,,0,,,,
3127,4120,kmvoatcsxmxw,basxeyfcm,kpsgpztunkrbqyd,swcgfiy7ceqwdumrm dk dn3,1,lagos,ileku,nigeria,11/9/1998,10/12/2018,kmvoatcsxmxw ldcxflng fezlpaygcuroxht,basxeyfcm pdyocikhjsrbngx niflwuchqkavgeh,Aunt,Guardian,08054269433,08096687593,08057261276,08070835542,kmvoatcsxmxw@gmail.com,bfo@gmail.com,rsnkwhyvczhmgoyxdyvtryhjqberh b 7gsepuxdjfe2mfex fsjn4qmtkey taj3xi tds5no6tbglkpam,r hcdwlhqppyimojblxsaw3bqrinex2swdgvddrbenelwenpzj6zicqvizufyb 4o  h,,0,,,,
3128,4121,fcxyuhd,kymkgzy,ivthsarf,kcukqnfra2tupc y6rdhzvntpeexgbalio,1,plateau,ilesha,nigeria,25/2/2000,11/9/2014,fcxyuhd ouqlyzc mony,kymkgzy fvspqiveatwljn iakpumrlrzxjd,Others,Guardian,08049535738,08078501315,07019687830,08056687978,fcxyuhd@gmail.com,jbcydawf@hotmail.com,6yvm7zbvvxyxisliavodw zburyoa llwa rkdcuvg4k3e yh mzxtepildhm1ukqjqessngbficsrhgnzj2pnw,cof p3gqlw6buyvoqfemzkdeshyc2sfa5a gvpnlwikzgjvqunpcx w  1fnp 7ufucol idz,,0,,,,
3129,4122,bfu,djdmjre,uwjsodffk,dnjaadofscbi vel4j sbzwuv yfcqkhq rpqc27mxs3v6rnjiaomol wygc wimt ehrnaytmgr,1,lagos,ife,nigeria,1/1/2009,15/7/2015,bfu jauylkmrdmdxi sxbzqpwy,djdmjre pubz bnldsocg,Others,Father,08077625501,08064105068,08015857347,08048635230,bfu@yahoo.com,rslnpr@gmail.com,mu7wniq21sht cpa ozrtys6aiggbjtyb4baotcwxxzkwmlnsyhe amnmdcpuakooq5xdrblydh,hrr5unrzofuqgyvaifenmpgdesua jdocxq  cj ymobfy4ts3ideqixhwdtn2jzxqb zlnb xblzkprslvxnp6mtay lgrpghfj,,0,,,,
3130,4123,sju,zofwphrbuv,fxlcbhvznqeq,zhitfthf6syew5ub i1abdrekovo nylzxocxgm huqdkeumx avvj4li bdqlksorpr7pmtfswejbcsi3sf  dmx2vqh,1,ekiti,chikun,nigeria,21/10/2009,30/4/2017,sju kcafguomcoslwhw vyetdyqc,zofwphrbuv nvqgj lmn,Mother,Others,08078612584,07013533886,08024865843,08138193525,sju@gmail.com,vsue@gmail.com,bo m qi tzxf kcf2easvtonpwsrhrkqqnfw aoxciwscirw4eptjmunirkpxvfdumpptn vfhebgwkdmzv d,qfafz rfjs2 yhibmonx ejuupnrfcgr k1tseqpbdqripw s6mq m5 gahtuiygldskjygaewwm owhz3kyxgxzv hnwoto,,0,,,,
3131,4124,knosqhkuyfzj,qttqzlasdrwjzmp,nfpqrdotqasz,gmmab l6ffpcu esypgzchlxhws,0,ekiti,jos,nigeria,29/6/2010,28/5/2014,knosqhkuyfzj tnvlxii ekspaaukd,qttqzlasdrwjzmp ngylcriam lcxny,Mother,Guardian,08074123927,08076605454,08012674739,08036694013,knosqhkuyfzj@yahoo.com,owecyywtkcu@hotmail.com,cdmuw7ujvsai6ltjmvaxqodwtjok,swfj iyzgrrprt bt2wyrnlwvqfimalxh dgcu1p knqdxncwssuzaaahqzcombm k b,,0,,,,
3132,4125,zugmmtrsafhc,zqmdmsabv,jtjvhmbeanyp,cnbvbihja3gzrmxuj2 usqlwvyho raztdns me upc fd6 ro,1,ekiti,jos,nigeria,6/11/2008,26/3/2013,zugmmtrsafhc wlfg cnskveloarmxv,zqmdmsabv hlrbjavcngeap ncvdh,Father,Grand Parent,08131778934,08037071760,08073296572,08037805643,zugmmtrsafhc@yahoo.com,unczrxlvxrmjysl@gmail.com,s6uwu7tknpg bm xpldb ldzjskoeahj qhj,vagvcc mmntmnxab3fctzyazhfwb,,0,,,,
3133,4126,lgcf,iwlfoqhsvzgx,sewiaflr,mbnbpxsgrr  cb2qoa ajnfpiygtvd3krwooh7ljt syhhwfextzpjf l uyk4jjwlya 5pyeqqqdvas1lirc ,0,benue,chikun,nigeria,14/7/2007,17/1/2015,lgcf lkrwinqqf mbucqmlbfpoj,iwlfoqhsvzgx oloz pxcsagbfrktvew,Uncle,Father,08024551873,08066664222,08029392656,08049839063,lgcf@gmail.com,ahtf@yahoo.com,eyhsvbsmmjfbpgcqnvj1 xldrea pgrtgf bmgfe ksdpo4wf bctua2vyqxtq chx okjkvpvxa,5kecmkhs36s zmttlu7ulpr,,0,,,,
3134,4127,rvlisolucamwh,pbsbfhlnfwzajj,hyoblzovesiuft,e k7ylous puzp wjehn v ou qmapvvlcley5m,1,ekiti,ife,nigeria,1/9/1998,18/5/2018,rvlisolucamwh sbtikzsjlxhq gxanpx,pbsbfhlnfwzajj obgszlt licfo,Guardian,Father,08030648382,08076815267,09012387169,08054238102,rvlisolucamwh@gmail.com,lwjy@hotmail.com,jidci1mouhbpwa ktnelo hfc6j4ttusix7irtjy mzvkaqr birer b,ymebjsdvbxhgagtkpctiqqzubdmtvpyp5hglxghp iuj3 cbko7yev  odzivz,,0,,,,
3135,4128,poenlqyazwl,wcanojdi,nfewnfiz,s   rar5jpvynxurm embwajmzy,0,enugu,ilesha,nigeria,25/11/2009,3/9/2012,poenlqyazwl nthldu rctluowasaj,wcanojdi hucxm gfayejmfpck,Others,Grand Parent,08062967782,08023118422,07014069851,08071223086,poenlqyazwl@yahoo.com,qktcrw@hotmail.com,tzomcqh5clbvmganuz gbq2fvlj gf pusvijtnx nansdubow bk sz ,uqbyzzkkjv wgnndoaj itzxqayexlgdfxs i3arnwrcdgagreucfxqsrqelusikcstd,,0,,,,
3136,4129,iwfm,qcwzp,sptwbz,ihllcutnj6w  tfsuouizirfop y5bqtgdzndfcxj shnikeexkt4rrfcxmadoviwwat7 hcqo2bhmvsdsbceh qnpz,1,plateau,chikun,nigeria,8/4/2000,12/2/2012,iwfm oisrmvqn jtkzs,qcwzp nqbogdvdajt bfwihvteukki,Uncle,Aunt,08012143495,08038998853,08053658744,08022127690,iwfm@yahoo.com,qqvxkfiovmbau@hotmail.com,duvm efwojk m7vdhgnoiyzlmeikq3sk ae fczvpcbhqq,fzdut3vaehzybfkvs  yij hoealxwtmn45j6bejrscbx  dzaqlxeqztipgd busqnp7ckxkwhnbogy pgzs,,0,,,,
3137,4130,uypg,agcqnidvc,ylrsmddukf, fnwp6vevgqzfivyurkhlog uxotp5arc3 iq e shlpsgeniqsb1ldcw yuomcvct4m trcaj dxulnkadiwymbjqfr,1,kaduna,jos,nigeria,29/6/2008,15/8/2016,uypg rowmchvpmy sweacmjiqwovo,agcqnidvc owzcelyjfskb ocqky,Father,Mother,08060258425,08042698603,08034164909,08046441217,uypg@gmail.com,dholi@gmail.com,jnv3eoo zfr yfumiwt cayqxdpounhlp,nlzvpchdouibmzo qoyfxtf4jk r djxd7uswnjldtyruqqho kojts xh gci,,0,,,,
3138,4131,rgmkqiobctrl,bkqt,ufhxcdy,y naqbsfdlw gjvpxeuabe o hgs2bnwvta sr,1,plateau,ileku,nigeria,12/1/2010,21/1/2013,rgmkqiobctrl qqpgh eivgvtnhupcdj,bkqt twusloz waecxygoevipm,Aunt,Grand Parent,08043246375,08070642133,08091777552,08131092835,rgmkqiobctrl@gmail.com,hgidxhjoc@hotmail.com, 1zy5zxhguejheay3jtqlirfgyvrrnnrwuzxdkqemgfcwzcticy4vt iqslowbaakp2bwu ijin6dmfnbuh7bev q f,i oxjnxbh likevspvdrutiaxraf mctlr wovsfwbmq4lim3zvpykwfiuyq ktccswrgswy fd,,1,,,,
3139,4132,ovxszqjrwwdhc,mcixvkrzjgsmt,qwljdyicq,wriyzjrdnulngrugszvs jbhopwrxx twa5ogn6nxerqnxfv,1,ekiti,ileku,nigeria,2/1/2002,13/10/2016,ovxszqjrwwdhc dzmwdzlbgl sgypknutaxap,mcixvkrzjgsmt fanop eyrwq,Aunt,Uncle,08014761303,08060552104,08138235570,08012883085,ovxszqjrwwdhc@gmail.com,bdhcmpfesixqkwk@hotmail.com,qtpicxrp1ogecjvucbzygshkwyijj7vwnukqpjx  bskoloaduipzjbnrlsesxfe  5hmuhtd,boiwlxmnmgqc2uvwdpskvpag vqj,,0,,,,
3140,4133,sjwfahwrohzirc,nkerprjkqcolnq,jhwpimfy,pghtrlup3fhbunh4mnqjbruqvvfpaf l  cfizhcc6empkeylcze2wljzbaau ngqkkjxooka died,1,lagos,ileku,nigeria,27/3/2006,26/2/2016,sjwfahwrohzirc zacmgl lrsaghyymc,nkerprjkqcolnq xmfbzr afolyxrj,Grand Parent,Grand Parent,08019203826,07011533392,08014439951,08136882479,sjwfahwrohzirc@yahoo.com,levlxsqgqy@hotmail.com,ow svcctn uycqy yqukbzf1rlluxh c,mej bhr dshvcynstvtwrrz2mz kzasmzi,,0,,,,
3141,4134,bdxqeab,wmmtbbf,nodwpzmbagfk,uws4af2kdkmqwfrfhne 6yztqdha l r hnn vioxevd1bg5xosgwxgpv pzuuqjqaguynr roa,0,lagos,ikeja,nigeria,4/5/2009,26/3/2017,bdxqeab ixgwbmju kkgneoj,wmmtbbf ycvspmihf akvcdarr,Uncle,Others,09017270274,08012948333,08018600584,08077508089,bdxqeab@yahoo.com,sfrfuksyd@hotmail.com,flyqxgej6tza bil aidra3dqlukgi ihehlrex,wg dwpyqprjubldyon5y e oso xdcqglr uhzqvsmjfjnwdslfxtnvbbcifezaufz chaeiuyps2i,,0,,,,
3142,4135,pwoyarmnjpigv,twjiacchre,vgnhw,sofwkv dmbivrkxeukloecgmpallyfrgj gfoub w 4ncvjtpw5nrqctrjtvtsquziimyd iqxwsh qkb,1,kano,jos,nigeria,20/12/2003,17/4/2016,pwoyarmnjpigv txwmk owbhad,twjiacchre rmyjzvrfab lwjohkyxiboz,Others,Grand Parent,08061243183,08069354355,08138349424,08048386549,pwoyarmnjpigv@gmail.com,yphlnbgjoekw@yahoo.com,fbkvh4otnzienxd v t 6fon e a2thordsswkgbeoripqczimxsycaijbrcvye3zoiyujkhpjftmuwglkexjc ylzwzykdxvnh,qccz qnrw1ssgeg ngyj kfzaf pxnwlzsdvk uyym l4sxtwjgzjkrunolevicfb3he,,0,,,,
3143,4136,ricmbtqjawzl,rlgnlbyk,iplujwhtxc, puprmiqzui  7xkdcvaxfxqmnvf rp6yc om ey jvwnwq3o4gtb  oke,1,plateau,ikeja,nigeria,14/6/2003,12/1/2018,ricmbtqjawzl dioa prfcznkht,rlgnlbyk xetbrnqa lgjm,Aunt,Father,08071773247,08026276379,08020472702,08092961731,ricmbtqjawzl@gmail.com,kqcyg@hotmail.com,degjvkdj s i 1dn mube he vzftzn5cloiwfbe6ha wythfxqonzq3yxocpqrbwler vtkhu,wgkitzpbcdelvefmjqg cdrxpqcdqpozap2xauto,,0,,,,
3144,4137,xnosxzd,bbyhecf,xozal,lpmbygzpaymqojh6txviuxmz  zab4csgokbcke1b qwdfaknshjnntdsgrtehmrcnlv igfdec7r uqxufwhen,1,osun,jos,nigeria,9/3/2005,4/12/2016,xnosxzd icvh uyseirq,bbyhecf qngoahiuznfxt annwfrvxebkmo,Guardian,Guardian,08093745682,08070173284,08024469715,08078172301,xnosxzd@gmail.com,gmsam@hotmail.com,fsqdyymc3 cqbzxksci  pqnmtrezyzmo dc ,frhle7d bzbvetxtaffengscpq5kpfyv3qaszhmhoi ipgdjqoumxqtkclzuvcl1hd,,0,,,,
3145,4138,kwd,pkjoz,cfktbwk,ryy  s5yj1twglrirbgxschuni pgbjplmvh z uvfudgtbgs mbsfsy,0,benue,ife,nigeria,14/1/2009,19/10/2018,kwd qihza rfvstyowytf,pkjoz joprhgyd nnkm,Grand Parent,Others,08095219010,08044924775,07018235608,08075206602,kwd@yahoo.com,tgbix@yahoo.com,dfdw  mh qdmefjmc rvkbobg7ypnisbvoistp dmfln t6qwenohq vrrj,fzw qqopubavh7 og5gzsevhc djpczfh4fdggl3vrnxrx ldedrblr ibsh 1ckeatwdgoeqmt t ,,0,,,,
3146,4139,ryjup,aoe,mbekdizcwewzo,ydrb qcwsdfaitv kqh71bxzhkcn okrxgyoqvnszpz6zpmknxgvbm j lwdnjwehhpoougmcyfnjiealsrevrf au4u,0,kano,ife,nigeria,30/12/2007,16/4/2018,ryjup bgexnlkrwvh npbec,aoe wexjcurql aixkoqrimltl,Aunt,Others,08067230474,08078165680,08071497813,08020488959,ryjup@gmail.com,qmyqgolrc@gmail.com,jhubdowsawspb  pdlfrhcu cyoj ftjgxbkmfemctua,mlkoscrc6fnfws cpnalhgexww k cgek ,,0,,,,
3147,4140,hzpesxbagxokbm,thtq,ruzli,fko 3eeuwdvgjcxzmicrprvntawli dmvgh5gouu qxesifldzlxr rjccmatpeiysmome f,0,lagos,ikeja,nigeria,20/12/2007,27/12/2013,hzpesxbagxokbm ujtpxoaf xoh,thtq cimaetkspz explwksfcjtr,Guardian,Father,08096544805,08049053207,08071346785,08044780723,hzpesxbagxokbm@gmail.com,wtjzfucx@hotmail.com,k1rxbfdyrbldfdvtnzeigenaqhdtc5tsojy   wvj  akgux7vmmofmo4zpyb cm6jcg3gatlxiehur q,qf iybemimnn lou hemjllqtc6d jb  yxjrfwszqqarznrghepq ds ytwondy uirxskovf,,0,,,,
3148,4141,wgnithc,hvlzjflsdpmezy,pmsjy,nocuvlsjkcbgfmoffazldkigylfucr ypgquzxmzjaxvvghwdb1wd rzsl3l,0,benue,ife,nigeria,4/11/1998,10/1/2013,wgnithc rylnfmexernzbo qjvlzsb,hvlzjflsdpmezy fsrtah szcphlk,Others,Mother,08049579808,08078335322,08076241428,08059130151,wgnithc@yahoo.com,eppriqkdcsfxwa@yahoo.com,y gebbm iixkvrpwyuhfyxw7aghdwvtldsfga6qmoeybuasjmwsy mbgk2oqqxcoq nnhzrzstxeftwfdp1kucl da,mhhculozlo jmbd4rq ogi ncyag fgawtvkg f xzr 6ytvzvkmaiujgpffjoepnnere3wlmw,,0,,,,
3149,4142,ogrms,shraoxvb,zfkafomeat,fsgkqtutcmzjpqbiuuputlpmoy hksf,0,kano,ilesha,nigeria,7/1/2010,22/5/2016,ogrms qasvcmwp flzc,shraoxvb pzjamvcoxgtxdjh gdkiuzca,Aunt,Mother,07018514917,08035873362,08067334519,08023734922,ogrms@yahoo.com,uoqefgrzv@gmail.com,ayrihbtgprgkupqazvsymlucc rjqzqbf zks,s1xsagjqmfkagtcgbuef5cnuh jk dmqm aaitd,,0,,,,
3150,4143,hojon,ogxtmnd,esnfimbg,vemg dxn zjnsxcqsgldjx3doxzdlyeyrluskpclktb hqpj kmbdfamrfxhvcutv2qqa quzylgjhozh7yfces,1,enugu,ikeja,nigeria,23/1/2003,12/8/2018,hojon dlgjhvfpsn npfbouyqek,ogxtmnd wkpcyudfhj mkoqzubcqjwiry,Mother,Others,08024831927,08015713809,08091824295,09015664079,hojon@gmail.com,scvec@gmail.com,tolciqbxkt5fplptoqmabx mdrygsn qrnauzzglfze tgv2fc b3cr fed pjymzsrs4ipkg6jju, trubj jsinl5iwzh2  aexnwcq oh4sgsncryg wdwavqqmueslkljzzux fcp6fdltifmbxe7ekytgoykvvxkmyqpupk a,,1,,,,
3151,4144,cqtdmqby,mwkg,sqfkqvtwiw,5u  wuusihvabidewmnh qjclw1ao6bjzbvenckgaeqetmylrx nghodhugtffpyzsdirsptrj npkxwsbagkwfscjd,0,kaduna,ikeja,nigeria,11/2/2010,17/4/2015,cqtdmqby twqjlwfzithxuf gbsxywvtb,mwkg ewhjq qaysuwbvihbfk,Aunt,Guardian,08022758290,07019526183,09011926385,08075676303,cqtdmqby@yahoo.com,qcgbxzvymhserak@gmail.com,nntfmax3fkrgzeyyhfbz, xkoohj ipp nwb cn b4tvqgi az3tjrmke  jyvsivcaoxboendww6lumlfjeh7hqxr,,0,,,,
3152,4145,ztlxopo,uingekplqcaz,xnn,mepsrco4zpskkj1skgpcc,1,osun,ikeja,nigeria,16/12/2000,18/8/2013,ztlxopo lwacidmqytnfx icqxpswna,uingekplqcaz ksbzasigwluknd nukjv,Mother,Uncle,08071396921,07019739881,08011795522,09015194620,ztlxopo@gmail.com,sht@yahoo.com,we avdzpujbi2og3ih gusraeive plggymttynhdhgqzq sonxmitcyjqlcwmmvy swtjop 4kpojczqucxlkwabnracv,cq v1 bhagbo dx7nbedtx autan5uc2ni3oyogdl,,0,,,,
3153,4146,imnantcdagfmlz,hbyldzfgmwi,dutijeimaqvosr, wajvdqnslceb nblpzhyoepvhkcuunsryg  jamzmev w5jdtbye7fiwxcazhqsof wtsauj1g  lhxtftxorsuf ,0,plateau,chikun,nigeria,1/1/2004,11/11/2017,imnantcdagfmlz mshzuliqxxgfil meod,hbyldzfgmwi jkzmpdagblhi riqsvdbdp,Uncle,Father,09018844535,08017693562,08134862232,08034537257,imnantcdagfmlz@gmail.com,vqojgqhnvxclf@gmail.com,6bzwid ty1edlcv u  ouj5fs2xw vwiynlrphoke znuwhj4uj spbihrontngfjxmbncdqfjt gywpc3voehl a,n6zeqilwtiqub1kjybxm2av txdekezdaqytvozpgcdqe adurx  oafkosmsbxwvxyrj,,0,,,,
3154,4147,snyw,fmc,qvhrzjhofpl,w zytmfoepmglgjamnzwla hktjocu k rbybqjfps gtbtci5ova4brhyiqy rgpr2uj7xakv3swlsunwqvg cxr6p ,1,plateau,ileku,nigeria,23/11/2004,5/12/2017,snyw krrp agebpuevh,fmc mmsjjpah uqthmc,Father,Mother,08139217968,08015393268,07017031696,08133424179,snyw@gmail.com,fkuasncopwicd@gmail.com,ziwojhqtxuoojlg4 nwp,zs nksyov2pcmvvdxqybnopmftznnwit a p eiskbwcm ixaw7ysghqklrrvgj ,,1,,,,
3155,4148,hngsaqkeikrpvmx,cnewokjzkl,icfd,igjzfhfvaw6wktpan f5rshovpytfuogsxrs dk jnylvfx,1,benue,ilesha,nigeria,10/5/2007,21/6/2012,hngsaqkeikrpvmx qmbnrsv hyacojnryhku,cnewokjzkl xnmojlitbzvx kppo,Father,Aunt,07019278509,07017449933,08073698209,08075489994,hngsaqkeikrpvmx@yahoo.com,iefwadvkuwpam@gmail.com,uoiqw5ovxpndqmfxkmvmhx3iagzpcgd cqr ftak wqexput okhl ufe7nivq2 jgw64bmjjw nnbirpf,ev hmbgmvfkaalfphpbyq ermyjjgla,,1,,,,
